index,qTypeRaw,qType,story,question,char1,char2,perceivers,story_with_perceivers,persp_ctx,cands,answer
462,second_order_0_no_tom,second_order_no_tom,"['Carter entered the dining room', 'Jackson entered the dining room', 'Carter loves the asparagus', 'The shoes is in the suitcase', 'The suitcase is in the dining room', 'Carter moved the shoes to the bathtub', 'The bathtub is in the dining room', 'Ethan entered the TV room', 'Jackson exited the dining room']",Where does Carter think that Jackson searches for the shoes?,Carter,Jackson,"[['Carter'], ['Jackson', 'Carter'], ['Carter'], ['Carter', 'Jackson'], ['Carter', 'Jackson'], ['Carter', 'Jackson'], ['Carter', 'Jackson'], ['Ethan'], ['Jackson', 'Carter']]","[{'Carter entered the dining room': ['Carter']}, {'Jackson entered the dining room': ['Jackson', 'Carter']}, {'Carter loves the asparagus': ['Carter']}, {'The shoes is in the suitcase': ['Carter', 'Jackson']}, {'The suitcase is in the dining room': ['Carter', 'Jackson']}, {'Carter moved the shoes to the bathtub': ['Carter', 'Jackson']}, {'The bathtub is in the dining room': ['Carter', 'Jackson']}, {'Ethan entered the TV room': ['Ethan']}, {'Jackson exited the dining room': ['Jackson', 'Carter']}]",Jackson entered the dining room. The shoes is in the suitcase. The suitcase is in the dining room. Carter moved the shoes to the bathtub. The bathtub is in the dining room. Jackson exited the dining room,"['TV room', 'bathtub', 'dining room', 'suitcase', 'asparagus']",bathtub
437,first_order_1_no_tom,first_order_no_tom,"['Charlotte entered the hallway', 'Mila entered the hallway', 'The socks is in the crate', 'The crate is in the hallway', 'Mila moved the socks to the basket', 'The basket is in the hallway', 'Charlotte exited the hallway', 'Charlotte entered the hallway', 'Charlotte likes the underpants']",Where will Mila look for the socks?,Mila,,"[['Charlotte'], ['Mila', 'Charlotte'], ['Charlotte', 'Mila'], ['Charlotte', 'Mila'], ['Mila', 'Charlotte'], ['Charlotte', 'Mila'], ['Charlotte', 'Mila'], ['Charlotte', 'Mila'], ['Charlotte']]","[{'Charlotte entered the hallway': ['Charlotte']}, {'Mila entered the hallway': ['Mila', 'Charlotte']}, {'The socks is in the crate': ['Charlotte', 'Mila']}, {'The crate is in the hallway': ['Charlotte', 'Mila']}, {'Mila moved the socks to the basket': ['Mila', 'Charlotte']}, {'The basket is in the hallway': ['Charlotte', 'Mila']}, {'Charlotte exited the hallway': ['Charlotte', 'Mila']}, {'Charlotte entered the hallway': ['Charlotte', 'Mila']}, {'Charlotte likes the underpants': ['Charlotte']}]",Mila entered the hallway. The socks is in the crate. The crate is in the hallway. Mila moved the socks to the basket. The basket is in the hallway. Charlotte exited the hallway. Charlotte entered the hallway,"['basket', 'crate', 'hallway', 'underpants']",basket
815,second_order_0_no_tom,second_order_no_tom,"['Ella hates the cap', 'Ella entered the master bedroom', 'Benjamin entered the master bedroom', 'The slacks is in the pantry', 'The pantry is in the master bedroom', 'Benjamin moved the slacks to the envelope', 'The envelope is in the master bedroom', 'Ella exited the master bedroom']",Where does Ella think that Benjamin searches for the slacks?,Ella,Benjamin,"[['Ella'], ['Ella'], ['Benjamin', 'Ella'], ['Ella', 'Benjamin'], ['Ella', 'Benjamin'], ['Benjamin', 'Ella'], ['Ella', 'Benjamin'], ['Ella', 'Benjamin']]","[{'Ella hates the cap': ['Ella']}, {'Ella entered the master bedroom': ['Ella']}, {'Benjamin entered the master bedroom': ['Benjamin', 'Ella']}, {'The slacks is in the pantry': ['Ella', 'Benjamin']}, {'The pantry is in the master bedroom': ['Ella', 'Benjamin']}, {'Benjamin moved the slacks to the envelope': ['Benjamin', 'Ella']}, {'The envelope is in the master bedroom': ['Ella', 'Benjamin']}, {'Ella exited the master bedroom': ['Ella', 'Benjamin']}]",Benjamin entered the master bedroom. The slacks is in the pantry. The pantry is in the master bedroom. Benjamin moved the slacks to the envelope. The envelope is in the master bedroom. Ella exited the master bedroom,"['pantry', 'envelope', 'master bedroom', 'cap']",envelope
348,second_order_0_tom,second_order_tom,"['Lily entered the hallway', 'Emily likes the dress', 'Hannah entered the hallway', 'The orange is in the container', 'The container is in the hallway', 'Lily exited the hallway', 'Emily entered the hallway', 'Hannah moved the orange to the suitcase', 'The suitcase is in the hallway', 'Hannah exited the hallway', 'Hannah dislikes the slippers', 'Lily entered the workshop']",Where does Lily think that Hannah searches for the orange?,Lily,Hannah,"[['Lily'], ['Emily'], ['Hannah', 'Lily'], ['Lily', 'Hannah'], ['Lily', 'Hannah'], ['Lily', 'Hannah'], ['Emily', 'Hannah'], ['Hannah', 'Emily'], ['Hannah', 'Emily'], ['Hannah', 'Emily'], ['Hannah'], ['Lily']]","[{'Lily entered the hallway': ['Lily']}, {'Emily likes the dress': ['Emily']}, {'Hannah entered the hallway': ['Hannah', 'Lily']}, {'The orange is in the container': ['Lily', 'Hannah']}, {'The container is in the hallway': ['Lily', 'Hannah']}, {'Lily exited the hallway': ['Lily', 'Hannah']}, {'Emily entered the hallway': ['Emily', 'Hannah']}, {'Hannah moved the orange to the suitcase': ['Hannah', 'Emily']}, {'The suitcase is in the hallway': ['Hannah', 'Emily']}, {'Hannah exited the hallway': ['Hannah', 'Emily']}, {'Hannah dislikes the slippers': ['Hannah']}, {'Lily entered the workshop': ['Lily']}]",Hannah entered the hallway. The orange is in the container. The container is in the hallway. Lily exited the hallway,"['dress', 'slippers', 'hallway', 'workshop', 'suitcase', 'container']",container
467,second_order_1_no_tom,second_order_no_tom,"['Chloe entered the lounge', 'Amelia entered the lounge', 'Chloe loves the strawberry', 'The orange is in the bathtub', 'The bathtub is in the lounge', 'Abigail entered the garage', 'Abigail exited the garage', 'Amelia moved the orange to the crate', 'The crate is in the lounge', 'Chloe exited the lounge', 'Amelia exited the lounge', 'Chloe entered the lounge']",Where does Amelia think that Chloe searches for the orange?,Amelia,Chloe,"[['Chloe'], ['Amelia', 'Chloe'], ['Chloe'], ['Chloe', 'Amelia'], ['Chloe', 'Amelia'], ['Abigail'], ['Abigail'], ['Amelia', 'Chloe'], ['Chloe', 'Amelia'], ['Chloe', 'Amelia'], ['Amelia'], ['Chloe']]","[{'Chloe entered the lounge': ['Chloe']}, {'Amelia entered the lounge': ['Amelia', 'Chloe']}, {'Chloe loves the strawberry': ['Chloe']}, {'The orange is in the bathtub': ['Chloe', 'Amelia']}, {'The bathtub is in the lounge': ['Chloe', 'Amelia']}, {'Abigail entered the garage': ['Abigail']}, {'Abigail exited the garage': ['Abigail']}, {'Amelia moved the orange to the crate': ['Amelia', 'Chloe']}, {'The crate is in the lounge': ['Chloe', 'Amelia']}, {'Chloe exited the lounge': ['Chloe', 'Amelia']}, {'Amelia exited the lounge': ['Amelia']}, {'Chloe entered the lounge': ['Chloe']}]",Amelia entered the lounge. The orange is in the bathtub. The bathtub is in the lounge. Amelia moved the orange to the crate. The crate is in the lounge. Chloe exited the lounge,"['crate', 'lounge', 'bathtub', 'garage', 'strawberry']",crate
1212,first_order_0_tom,first_order_tom,"['Mia entered the office', 'Evelyn entered the garden', 'Ava entered the office', 'The gloves is in the cupboard', 'The cupboard is in the office', 'Mia exited the office', 'Ava moved the gloves to the box', 'The box is in the office', 'Ava hates the lettuce']",Where will Mia look for the gloves?,Mia,,"[['Mia'], ['Evelyn'], ['Mia', 'Ava'], ['Mia', 'Ava'], ['Mia', 'Ava'], ['Mia', 'Ava'], ['Ava'], ['Ava'], ['Ava']]","[{'Mia entered the office': ['Mia']}, {'Evelyn entered the garden': ['Evelyn']}, {'Ava entered the office': ['Mia', 'Ava']}, {'The gloves is in the cupboard': ['Mia', 'Ava']}, {'The cupboard is in the office': ['Mia', 'Ava']}, {'Mia exited the office': ['Mia', 'Ava']}, {'Ava moved the gloves to the box': ['Ava']}, {'The box is in the office': ['Ava']}, {'Ava hates the lettuce': ['Ava']}]",Mia entered the office. Ava entered the office. The gloves is in the cupboard. The cupboard is in the office. Mia exited the office,"['garden', 'office', 'cupboard', 'box', 'lettuce']",cupboard
491,first_order_1_no_tom,first_order_no_tom,"['Sophia entered the attic', 'Mia entered the crawlspace', 'Ava entered the attic', 'The banana is in the crate', 'The crate is in the attic', 'Mia exited the crawlspace', 'Sophia exited the attic', 'Sophia entered the attic', 'Ava moved the banana to the cupboard', 'The cupboard is in the attic']",Where will Ava look for the banana?,Ava,,"[['Sophia'], ['Mia'], ['Sophia', 'Ava'], ['Sophia', 'Ava'], ['Sophia', 'Ava'], ['Mia'], ['Sophia', 'Ava'], ['Sophia', 'Ava'], ['Ava', 'Sophia'], ['Ava', 'Sophia']]","[{'Sophia entered the attic': ['Sophia']}, {'Mia entered the crawlspace': ['Mia']}, {'Ava entered the attic': ['Sophia', 'Ava']}, {'The banana is in the crate': ['Sophia', 'Ava']}, {'The crate is in the attic': ['Sophia', 'Ava']}, {'Mia exited the crawlspace': ['Mia']}, {'Sophia exited the attic': ['Sophia', 'Ava']}, {'Sophia entered the attic': ['Sophia', 'Ava']}, {'Ava moved the banana to the cupboard': ['Ava', 'Sophia']}, {'The cupboard is in the attic': ['Ava', 'Sophia']}]",Ava entered the attic. The banana is in the crate. The crate is in the attic. Sophia exited the attic. Sophia entered the attic. Ava moved the banana to the cupboard. The cupboard is in the attic,"['attic', 'crawlspace', 'cupboard', 'crate']",cupboard
583,first_order_1_tom,first_order_tom,"['James entered the patio', 'Emma entered the patio', 'The grapefruit is in the envelope', 'The envelope is in the patio', 'Emma exited the patio', 'James moved the grapefruit to the bathtub', 'The bathtub is in the patio', 'Evelyn hates the banana', 'Emma entered the den']",Where will Emma look for the grapefruit?,Emma,,"[['James'], ['Emma', 'James'], ['James', 'Emma'], ['James', 'Emma'], ['Emma', 'James'], ['James'], [''], ['Evelyn'], ['Emma']]","[{'James entered the patio': ['James']}, {'Emma entered the patio': ['Emma', 'James']}, {'The grapefruit is in the envelope': ['James', 'Emma']}, {'The envelope is in the patio': ['James', 'Emma']}, {'Emma exited the patio': ['Emma', 'James']}, {'James moved the grapefruit to the bathtub': ['James']}, {'The bathtub is in the patio': []}, {'Evelyn hates the banana': ['Evelyn']}, {'Emma entered the den': ['Emma']}]",Emma entered the patio. The grapefruit is in the envelope. The envelope is in the patio. Emma exited the patio. Emma entered the den,"['banana', 'patio', 'envelope', 'bathtub', 'den']",envelope
472,first_order_0_no_tom,first_order_no_tom,"['James entered the den', 'Evelyn loves the scarf', 'Evelyn entered the den', 'Evelyn hates the celery', 'The cap is in the box', 'The box is in the den', 'James moved the cap to the bottle', 'The bottle is in the den', 'Evelyn exited the den']",Where will James look for the cap?,James,,"[['James'], ['Evelyn'], ['Evelyn', 'James'], ['Evelyn'], ['James', 'Evelyn'], ['James', 'Evelyn'], ['James', 'Evelyn'], ['James', 'Evelyn'], ['Evelyn', 'James']]","[{'James entered the den': ['James']}, {'Evelyn loves the scarf': ['Evelyn']}, {'Evelyn entered the den': ['Evelyn', 'James']}, {'Evelyn hates the celery': ['Evelyn']}, {'The cap is in the box': ['James', 'Evelyn']}, {'The box is in the den': ['James', 'Evelyn']}, {'James moved the cap to the bottle': ['James', 'Evelyn']}, {'The bottle is in the den': ['James', 'Evelyn']}, {'Evelyn exited the den': ['Evelyn', 'James']}]",James entered the den. Evelyn entered the den. The cap is in the box. The box is in the den. James moved the cap to the bottle. The bottle is in the den. Evelyn exited the den,"['scarf', 'celery', 'box', 'bottle', 'den']",bottle
814,second_order_0_no_tom,second_order_no_tom,"['Oliver entered the playroom', 'Charlotte is in the playroom', 'Carter entered the office', 'The turnip is in the envelope', 'The envelope is in the playroom', 'Charlotte hates the pear', 'Carter exited the office', 'Charlotte moved the turnip to the container', 'The container is in the playroom', 'Charlotte likes the corn', 'Oliver exited the playroom']",Where does Oliver think that Charlotte searches for the turnip?,Oliver,Charlotte,"[['Oliver'], ['Charlotte', 'Oliver'], ['Carter'], ['Oliver', 'Charlotte'], ['Oliver', 'Charlotte'], ['Charlotte'], ['Carter'], ['Charlotte', 'Oliver'], ['Oliver', 'Charlotte'], ['Charlotte'], ['Oliver', 'Charlotte']]","[{'Oliver entered the playroom': ['Oliver']}, {'Charlotte is in the playroom': ['Charlotte', 'Oliver']}, {'Carter entered the office': ['Carter']}, {'The turnip is in the envelope': ['Oliver', 'Charlotte']}, {'The envelope is in the playroom': ['Oliver', 'Charlotte']}, {'Charlotte hates the pear': ['Charlotte']}, {'Carter exited the office': ['Carter']}, {'Charlotte moved the turnip to the container': ['Charlotte', 'Oliver']}, {'The container is in the playroom': ['Oliver', 'Charlotte']}, {'Charlotte likes the corn': ['Charlotte']}, {'Oliver exited the playroom': ['Oliver', 'Charlotte']}]",Charlotte is in the playroom. The turnip is in the envelope. The envelope is in the playroom. Charlotte moved the turnip to the container. The container is in the playroom. Oliver exited the playroom,"['playroom', 'office', 'pear', 'corn', 'envelope', 'container']",container
702,first_order_1_no_tom,first_order_no_tom,"['Sophia entered the staircase', 'Jayden entered the staircase', 'Mason entered the basement', 'The lime is in the container', 'The container is in the staircase', 'Jayden moved the lime to the basket', 'The basket is in the staircase', 'Sophia exited the staircase', 'Jayden exited the staircase', 'Sophia entered the staircase']",Where will Jayden look for the lime?,Jayden,,"[['Sophia'], ['Jayden', 'Sophia'], ['Mason'], ['Sophia', 'Jayden'], ['Sophia', 'Jayden'], ['Jayden', 'Sophia'], ['Sophia', 'Jayden'], ['Sophia', 'Jayden'], ['Jayden'], ['Sophia']]","[{'Sophia entered the staircase': ['Sophia']}, {'Jayden entered the staircase': ['Jayden', 'Sophia']}, {'Mason entered the basement': ['Mason']}, {'The lime is in the container': ['Sophia', 'Jayden']}, {'The container is in the staircase': ['Sophia', 'Jayden']}, {'Jayden moved the lime to the basket': ['Jayden', 'Sophia']}, {'The basket is in the staircase': ['Sophia', 'Jayden']}, {'Sophia exited the staircase': ['Sophia', 'Jayden']}, {'Jayden exited the staircase': ['Jayden']}, {'Sophia entered the staircase': ['Sophia']}]",Jayden entered the staircase. The lime is in the container. The container is in the staircase. Jayden moved the lime to the basket. The basket is in the staircase. Sophia exited the staircase. Jayden exited the staircase,"['basement', 'staircase', 'container', 'basket']",basket
2043,first_order_0_tom,first_order_tom,"['Chloe entered the closet', 'Lily entered the closet', 'The celery is in the bottle', 'The bottle is in the closet', 'Chloe exited the closet', 'Chloe dislikes the peas', 'Chloe entered the cellar', 'Lily moved the celery to the crate', 'The crate is in the closet']",Where will Chloe look for the celery?,Chloe,,"[['Chloe'], ['Lily', 'Chloe'], ['Chloe', 'Lily'], ['Chloe', 'Lily'], ['Chloe', 'Lily'], ['Chloe'], ['Chloe'], ['Lily'], ['Lily']]","[{'Chloe entered the closet': ['Chloe']}, {'Lily entered the closet': ['Lily', 'Chloe']}, {'The celery is in the bottle': ['Chloe', 'Lily']}, {'The bottle is in the closet': ['Chloe', 'Lily']}, {'Chloe exited the closet': ['Chloe', 'Lily']}, {'Chloe dislikes the peas': ['Chloe']}, {'Chloe entered the cellar': ['Chloe']}, {'Lily moved the celery to the crate': ['Lily']}, {'The crate is in the closet': ['Lily']}]",Chloe entered the closet. Lily entered the closet. The celery is in the bottle. The bottle is in the closet. Chloe exited the closet. Chloe dislikes the peas. Chloe entered the cellar,"['peas', 'cellar', 'crate', 'bottle', 'closet']",bottle
214,first_order_1_tom,first_order_tom,"['Mason entered the workshop', 'Lucas entered the workshop', 'Alexander entered the workshop', 'The lettuce is in the cupboard', 'The cupboard is in the workshop', 'Alexander dislikes the peas', 'Alexander exited the workshop', 'Mason moved the lettuce to the bucket', 'The bucket is in the workshop', 'Mason exited the workshop', 'Alexander entered the porch']",Where will Alexander look for the lettuce?,Alexander,,"[['Mason'], ['Lucas', 'Mason'], ['Alexander', 'Mason', 'Lucas'], ['Mason', 'Lucas', 'Alexander'], ['Mason', 'Lucas', 'Alexander'], ['Alexander'], ['Alexander', 'Mason', 'Lucas'], ['Mason', 'Lucas'], ['Mason', 'Lucas'], ['Mason', 'Lucas'], ['Alexander']]","[{'Mason entered the workshop': ['Mason']}, {'Lucas entered the workshop': ['Lucas', 'Mason']}, {'Alexander entered the workshop': ['Alexander', 'Mason', 'Lucas']}, {'The lettuce is in the cupboard': ['Mason', 'Lucas', 'Alexander']}, {'The cupboard is in the workshop': ['Mason', 'Lucas', 'Alexander']}, {'Alexander dislikes the peas': ['Alexander']}, {'Alexander exited the workshop': ['Alexander', 'Mason', 'Lucas']}, {'Mason moved the lettuce to the bucket': ['Mason', 'Lucas']}, {'The bucket is in the workshop': ['Mason', 'Lucas']}, {'Mason exited the workshop': ['Mason', 'Lucas']}, {'Alexander entered the porch': ['Alexander']}]",Alexander entered the workshop. The lettuce is in the cupboard. The cupboard is in the workshop. Alexander dislikes the peas. Alexander exited the workshop. Alexander entered the porch,"['peas', 'bucket', 'cupboard', 'workshop', 'porch']",cupboard
487,first_order_0_no_tom,first_order_no_tom,"['Emma entered the kitchen', 'Owen entered the kitchen', 'Jacob entered the kitchen', 'The onion is in the suitcase', 'The suitcase is in the kitchen', 'Jacob moved the onion to the treasure chest', 'The treasure chest is in the kitchen', 'Jacob dislikes the plum', 'Emma exited the kitchen', 'Jacob exited the kitchen', 'Emma entered the study', 'Emma hates the gloves']",Where will Emma look for the onion?,Emma,,"[['Emma'], ['Owen', 'Emma'], ['Jacob', 'Emma', 'Owen'], ['Emma', 'Owen', 'Jacob'], ['Emma', 'Owen', 'Jacob'], ['Jacob', 'Emma', 'Owen'], ['Emma', 'Owen', 'Jacob'], ['Jacob'], ['Emma', 'Owen', 'Jacob'], ['Jacob', 'Owen'], ['Emma'], ['Emma']]","[{'Emma entered the kitchen': ['Emma']}, {'Owen entered the kitchen': ['Owen', 'Emma']}, {'Jacob entered the kitchen': ['Jacob', 'Emma', 'Owen']}, {'The onion is in the suitcase': ['Emma', 'Owen', 'Jacob']}, {'The suitcase is in the kitchen': ['Emma', 'Owen', 'Jacob']}, {'Jacob moved the onion to the treasure chest': ['Jacob', 'Emma', 'Owen']}, {'The treasure chest is in the kitchen': ['Emma', 'Owen', 'Jacob']}, {'Jacob dislikes the plum': ['Jacob']}, {'Emma exited the kitchen': ['Emma', 'Owen', 'Jacob']}, {'Jacob exited the kitchen': ['Jacob', 'Owen']}, {'Emma entered the study': ['Emma']}, {'Emma hates the gloves': ['Emma']}]",Emma entered the kitchen. Owen entered the kitchen. Jacob entered the kitchen. The onion is in the suitcase. The suitcase is in the kitchen. Jacob moved the onion to the treasure chest. The treasure chest is in the kitchen. Emma exited the kitchen. Emma entered the study. Emma hates the gloves,"['kitchen', 'study', 'treasure chest', 'plum', 'gloves', 'suitcase']",treasure chest
203,first_order_1_tom,first_order_tom,"['Logan entered the living room', 'Olivia entered the living room', 'The melon is in the crate', 'The crate is in the living room', 'Olivia exited the living room', 'Logan moved the melon to the treasure chest', 'The treasure chest is in the living room', 'Logan exited the living room', 'Olivia entered the cellar']",Where will Olivia look for the melon?,Olivia,,"[['Logan'], ['Olivia', 'Logan'], ['Logan', 'Olivia'], ['Logan', 'Olivia'], ['Olivia', 'Logan'], ['Logan'], ['Logan'], ['Logan'], ['Olivia']]","[{'Logan entered the living room': ['Logan']}, {'Olivia entered the living room': ['Olivia', 'Logan']}, {'The melon is in the crate': ['Logan', 'Olivia']}, {'The crate is in the living room': ['Logan', 'Olivia']}, {'Olivia exited the living room': ['Olivia', 'Logan']}, {'Logan moved the melon to the treasure chest': ['Logan']}, {'The treasure chest is in the living room': ['Logan']}, {'Logan exited the living room': ['Logan']}, {'Olivia entered the cellar': ['Olivia']}]",Olivia entered the living room. The melon is in the crate. The crate is in the living room. Olivia exited the living room. Olivia entered the cellar,"['living room', 'cellar', 'crate', 'treasure chest']",crate
623,first_order_0_no_tom,first_order_no_tom,"['Charlotte entered the crawlspace', 'Avery entered the patio', 'Aria entered the patio', 'The pineapple is in the crate', 'The crate is in the patio', 'Charlotte exited the crawlspace', 'Charlotte loves the jeans', 'Aria moved the pineapple to the cupboard', 'The cupboard is in the patio', 'Avery exited the patio']",Where will Avery look for the pineapple?,Avery,,"[['Charlotte'], ['Avery'], ['Aria', 'Avery'], ['Avery', 'Aria'], ['Avery', 'Aria'], ['Charlotte'], ['Charlotte'], ['Aria', 'Avery'], ['Avery', 'Aria'], ['Avery', 'Aria']]","[{'Charlotte entered the crawlspace': ['Charlotte']}, {'Avery entered the patio': ['Avery']}, {'Aria entered the patio': ['Aria', 'Avery']}, {'The pineapple is in the crate': ['Avery', 'Aria']}, {'The crate is in the patio': ['Avery', 'Aria']}, {'Charlotte exited the crawlspace': ['Charlotte']}, {'Charlotte loves the jeans': ['Charlotte']}, {'Aria moved the pineapple to the cupboard': ['Aria', 'Avery']}, {'The cupboard is in the patio': ['Avery', 'Aria']}, {'Avery exited the patio': ['Avery', 'Aria']}]",Avery entered the patio. Aria entered the patio. The pineapple is in the crate. The crate is in the patio. Aria moved the pineapple to the cupboard. The cupboard is in the patio. Avery exited the patio,"['jeans', 'patio', 'crate', 'crawlspace', 'cupboard']",cupboard
1255,first_order_0_tom,first_order_tom,"['Benjamin entered the playroom', 'Lily entered the playroom', 'The lemon is in the bottle', 'The bottle is in the playroom', 'Benjamin likes the shirt', 'Benjamin exited the playroom', 'Benjamin dislikes the grapefruit', 'Lily moved the lemon to the pantry', 'The pantry is in the playroom']",Where will Benjamin look for the lemon?,Benjamin,,"[['Benjamin'], ['Lily', 'Benjamin'], ['Benjamin', 'Lily'], ['Benjamin', 'Lily'], ['Benjamin'], ['Benjamin', 'Lily'], ['Benjamin'], ['Lily'], ['Lily']]","[{'Benjamin entered the playroom': ['Benjamin']}, {'Lily entered the playroom': ['Lily', 'Benjamin']}, {'The lemon is in the bottle': ['Benjamin', 'Lily']}, {'The bottle is in the playroom': ['Benjamin', 'Lily']}, {'Benjamin likes the shirt': ['Benjamin']}, {'Benjamin exited the playroom': ['Benjamin', 'Lily']}, {'Benjamin dislikes the grapefruit': ['Benjamin']}, {'Lily moved the lemon to the pantry': ['Lily']}, {'The pantry is in the playroom': ['Lily']}]",Benjamin entered the playroom. Lily entered the playroom. The lemon is in the bottle. The bottle is in the playroom. Benjamin likes the shirt. Benjamin exited the playroom. Benjamin dislikes the grapefruit,"['shirt', 'pantry', 'playroom', 'grapefruit', 'bottle']",bottle
602,first_order_0_no_tom,first_order_no_tom,"['Amelia entered the garden', 'Isabella likes the tie', 'Jackson entered the garden', 'The watermelon is in the crate', 'The crate is in the garden', 'Jackson moved the watermelon to the container', 'The container is in the garden', 'Amelia exited the garden', 'Jackson exited the garden', 'Amelia entered the garden']",Where will Amelia look for the watermelon?,Amelia,,"[['Amelia'], ['Isabella'], ['Jackson', 'Amelia'], ['Amelia', 'Jackson'], ['Amelia', 'Jackson'], ['Jackson', 'Amelia'], ['Amelia', 'Jackson'], ['Amelia', 'Jackson'], ['Jackson'], ['Amelia']]","[{'Amelia entered the garden': ['Amelia']}, {'Isabella likes the tie': ['Isabella']}, {'Jackson entered the garden': ['Jackson', 'Amelia']}, {'The watermelon is in the crate': ['Amelia', 'Jackson']}, {'The crate is in the garden': ['Amelia', 'Jackson']}, {'Jackson moved the watermelon to the container': ['Jackson', 'Amelia']}, {'The container is in the garden': ['Amelia', 'Jackson']}, {'Amelia exited the garden': ['Amelia', 'Jackson']}, {'Jackson exited the garden': ['Jackson']}, {'Amelia entered the garden': ['Amelia']}]",Amelia entered the garden. Jackson entered the garden. The watermelon is in the crate. The crate is in the garden. Jackson moved the watermelon to the container. The container is in the garden. Amelia exited the garden. Amelia entered the garden,"['container', 'garden', 'tie', 'crate']",container
1335,second_order_1_tom,second_order_tom,"['Emily entered the hallway', 'Isabella entered the closet', 'Alexander is in the hallway', 'Isabella exited the closet', 'The sweatshirt is in the bottle', 'The bottle is in the hallway', 'Alexander exited the hallway', 'Emily moved the sweatshirt to the container', 'The container is in the hallway']",Where does Alexander think that Emily searches for the sweatshirt?,Alexander,Emily,"[['Emily'], ['Isabella'], ['Alexander', 'Emily'], ['Isabella'], ['Emily', 'Alexander'], ['Emily', 'Alexander'], ['Alexander', 'Emily'], ['Emily'], ['Emily']]","[{'Emily entered the hallway': ['Emily']}, {'Isabella entered the closet': ['Isabella']}, {'Alexander is in the hallway': ['Alexander', 'Emily']}, {'Isabella exited the closet': ['Isabella']}, {'The sweatshirt is in the bottle': ['Emily', 'Alexander']}, {'The bottle is in the hallway': ['Emily', 'Alexander']}, {'Alexander exited the hallway': ['Alexander', 'Emily']}, {'Emily moved the sweatshirt to the container': ['Emily']}, {'The container is in the hallway': ['Emily']}]",Alexander is in the hallway. The sweatshirt is in the bottle. The bottle is in the hallway. Alexander exited the hallway,"['container', 'bottle', 'closet', 'hallway']",bottle
989,second_order_0_tom,second_order_tom,"['Hannah entered the living room', 'Ella entered the living room', 'The pear is in the drawer', 'The drawer is in the living room', 'Hannah exited the living room', 'Ella moved the pear to the bottle', 'The bottle is in the living room', 'Ella exited the living room', 'Hannah entered the sunroom']",Where does Hannah think that Ella searches for the pear?,Hannah,Ella,"[['Hannah'], ['Ella', 'Hannah'], ['Hannah', 'Ella'], ['Hannah', 'Ella'], ['Hannah', 'Ella'], ['Ella'], ['Ella'], ['Ella'], ['Hannah']]","[{'Hannah entered the living room': ['Hannah']}, {'Ella entered the living room': ['Ella', 'Hannah']}, {'The pear is in the drawer': ['Hannah', 'Ella']}, {'The drawer is in the living room': ['Hannah', 'Ella']}, {'Hannah exited the living room': ['Hannah', 'Ella']}, {'Ella moved the pear to the bottle': ['Ella']}, {'The bottle is in the living room': ['Ella']}, {'Ella exited the living room': ['Ella']}, {'Hannah entered the sunroom': ['Hannah']}]",Ella entered the living room. The pear is in the drawer. The drawer is in the living room. Hannah exited the living room,"['living room', 'sunroom', 'drawer', 'bottle']",drawer
307,second_order_0_no_tom,second_order_no_tom,"['Aiden entered the playroom', 'Mia entered the playroom', 'The spinach is in the basket', 'The basket is in the playroom', 'Aiden moved the spinach to the bottle', 'The bottle is in the playroom', 'Mia exited the playroom', 'Aiden exited the playroom', 'Mia entered the cellar', 'Amelia entered the cellar', 'Amelia hates the pants']",Where does Aiden think that Mia searches for the spinach?,Aiden,Mia,"[['Aiden'], ['Mia', 'Aiden'], ['Aiden', 'Mia'], ['Aiden', 'Mia'], ['Aiden', 'Mia'], ['Aiden', 'Mia'], ['Mia', 'Aiden'], ['Aiden'], ['Mia'], ['Amelia', 'Mia'], ['Amelia']]","[{'Aiden entered the playroom': ['Aiden']}, {'Mia entered the playroom': ['Mia', 'Aiden']}, {'The spinach is in the basket': ['Aiden', 'Mia']}, {'The basket is in the playroom': ['Aiden', 'Mia']}, {'Aiden moved the spinach to the bottle': ['Aiden', 'Mia']}, {'The bottle is in the playroom': ['Aiden', 'Mia']}, {'Mia exited the playroom': ['Mia', 'Aiden']}, {'Aiden exited the playroom': ['Aiden']}, {'Mia entered the cellar': ['Mia']}, {'Amelia entered the cellar': ['Amelia', 'Mia']}, {'Amelia hates the pants': ['Amelia']}]",Mia entered the playroom. The spinach is in the basket. The basket is in the playroom. Aiden moved the spinach to the bottle. The bottle is in the playroom. Mia exited the playroom,"['playroom', 'basket', 'cellar', 'bottle', 'pants']",bottle
